Date,Open,High,Low,Close,Volume
2023-09-06,118600,120000,117800,118200,1615519
2023-09-07,118200,120900,117100,118500,2995088
2023-09-08,117000,117100,112800,113700,4943255
2023-09-11,113700,116000,112900,115900,2542590
2023-09-12,115400,117500,113900,116700,2749688
2023-09-13,117900,120700,116900,118500,3860589
2023-09-14,118600,122200,118600,122200,3948784
2023-09-15,122900,124400,121600,122400,3579662
2023-09-18,120300,122900,118800,119000,2356621
2023-09-19,119400,121300,118600,119200,1921912
2023-09-20,118900,119700,116700,118000,2228681
2023-09-21,116000,116900,114100,116500,3151900
2023-09-22,114300,117300,114200,117300,2938386
2023-09-25,115900,117700,115700,117000,2181722
2023-09-26,117000,117200,113300,115000,3237819
2023-09-27,113000,115200,112300,114700,3060751
2023-10-04,113000,116600,113000,115400,4447702
2023-10-05,122900,122900,118100,120200,6112858
2023-10-06,120200,121600,119000,120400,4158083
2023-10-10,122800,124300,119500,119500,5580659
2023-10-11,123000,123900,119200,119200,4293299
2023-10-12,121100,124200,120500,124200,4016352
2023-10-13,123100,126300,122500,124700,3205273
2023-10-16,124700,125200,122400,124100,3008476
2023-10-17,125000,130800,123500,130000,6411880
2023-10-18,128600,130700,127200,130000,4760148
2023-10-19,127600,128900,125100,125700,5089745
2023-10-20,124300,127200,122800,126200,3868266
2023-10-23,126800,127200,123500,124000,2432303
2023-10-24,125400,127000,123900,126800,2802010
2023-10-25,127500,129000,126100,127500,3053002
2023-10-26,122100,124800,119500,120000,5961584
2023-10-27,119800,120900,117500,119100,5486088
2023-10-30,119100,121700,118700,119100,2798497
2023-10-31,119800,120900,116300,116300,3166739
2023-11-01,117900,120300,117000,120300,2707225
2023-11-02,123900,125400,123100,125300,3736208
2023-11-03,126500,127200,125000,125800,2796773
2023-11-06,125800,133000,125800,133000,6923192
2023-11-07,132000,133500,129300,130400,4940510
2023-11-08,131600,132700,126600,127600,3328279
2023-11-09,127700,129800,126700,128000,2228081
2023-11-10,127900,130800,127000,130500,2656526
2023-11-13,133000,134100,131000,131800,2644761
2023-11-14,133500,133500,130000,130000,2589591
2023-11-15,133900,134200,132100,134100,3616292
2023-11-16,133000,134400,131200,132300,2456351
2023-11-17,131500,132000,129100,129900,2438499
2023-11-20,129300,132000,129300,131400,2004403
2023-11-21,132000,133300,131600,132000,2439306
2023-11-22,129600,131600,129500,131300,2128566
2023-11-23,130600,131400,129500,130100,1839516
2023-11-24,130600,131000,128000,128000,1925668
2023-11-27,129200,130700,128400,130700,2264243
2023-11-28,132100,132100,129900,131400,2562226
2023-11-29,130200,131000,128900,130400,2227853
2023-11-30,129900,133900,129900,133900,3625365
2023-12-01,132200,133000,130800,132600,3641222
2023-12-04,133400,134600,131100,131100,2680820
2023-12-05,129700,130000,125400,125900,4375531
2023-12-06,126800,127500,125400,125600,2667583
2023-12-07,125600,127800,124500,125600,2478565
2023-12-08,128100,129100,127500,127500,2762531
2023-12-11,128700,129100,127300,128900,3696790
2023-12-12,130600,131900,130500,131000,3126577
2023-12-13,130000,132400,130000,131200,2852873
2023-12-14,133700,138300,133600,136700,8217135
2023-12-15,137000,140000,137000,140000,5011719
2023-12-18,139000,140800,138900,140000,2540812
2023-12-19,140000,140800,138100,138200,2309721
2023-12-20,139900,140800,139300,140500,3108011
2023-12-21,139200,140600,138100,140500,2737124
2023-12-22,142700,143700,140600,140600,3183709
2023-12-26,142000,142000,139400,140900,2239789
2023-12-27,140800,141600,139200,140400,2336777
2023-12-28,140900,141600,139500,141500,2459473
